Date,Close,Open,High,Low,Vol,% Change
2000-11-13,"14,437.0","14,437.0","14,437.0","14,437.0",,0.03%
2000-11-14,"14,447.0","14,447.0","14,447.0","14,447.0",,0.07%
2000-11-15,"14,452.0","14,452.0","14,452.0","14,452.0",,0.03%
2000-11-16,"14,459.0","14,459.0","14,459.0","14,459.0",,0.05%
2000-11-17,"14,459.0","14,459.0","14,459.0","14,459.0",,0.00%
2000-11-20,"14,467.0","14,467.0","14,467.0","14,467.0",,0.06%
2000-11-21,"14,467.0","14,467.0","14,467.0","14,467.0",,0.00%
2000-11-22,"14,474.0","14,474.0","14,474.0","14,474.0",,0.05%
2000-11-23,"14,479.0","14,479.0","14,479.0","14,479.0",,0.03%
2000-11-24,"14,474.0","14,474.0","14,474.0","14,474.0",,-0.03%
2000-11-27,"14,485.0","14,485.0","14,485.0","14,485.0",,0.08%
2000-11-28,"14,491.0","14,491.0","14,491.0","14,491.0",,0.04%
2000-11-29,"14,491.0","14,491.0","14,491.0","14,491.0",,0.00%
2000-11-30,"14,496.0","14,496.0","14,496.0","14,496.0",,0.03%
2000-12-01,"14,496.0","14,496.0","14,496.0","14,496.0",,0.00%
2000-12-04,"14,503.0","14,503.0","14,503.0","14,503.0",,0.05%
2000-12-05,"14,503.0","14,503.0","14,503.0","14,503.0",,0.00%
2000-12-06,"14,508.0","14,508.0","14,508.0","14,508.0",,0.03%
2000-12-07,"14,508.0","14,508.0","14,508.0","14,508.0",,0.00%
2000-12-08,"14,508.0","14,508.0","14,508.0","14,508.0",,0.00%
2000-12-11,"14,506.0","14,506.0","14,506.0","14,506.0",,-0.01%
2000-12-12,"14,511.0","14,511.0","14,511.0","14,511.0",,0.03%
2000-12-13,"14,513.0","14,513.0","14,513.0","14,513.0",,0.01%
2000-12-14,"14,512.0","14,512.0","14,512.0","14,512.0",,-0.01%
2000-12-15,"14,509.0","14,509.0","14,509.0","14,509.0",,-0.02%
2000-12-18,"14,507.0","14,507.0","14,507.0","14,507.0",,-0.01%
2000-12-19,"14,507.0","14,507.0","14,507.0","14,507.0",,0.00%
2000-12-20,"14,506.0","14,506.0","14,506.0","14,506.0",,-0.01%
2000-12-21,"14,506.0","14,506.0","14,506.0","14,506.0",,0.00%
2000-12-22,"14,506.0","14,506.0","14,506.0","14,506.0",,0.00%
2000-12-25,"14,513.0","14,513.0","14,513.0","14,513.0",,0.05%
2000-12-26,"14,514.0","14,514.0","14,514.0","14,514.0",,0.01%
2000-12-27,"14,511.0","14,511.0","14,511.0","14,511.0",,-0.02%
2000-12-28,"14,512.0","14,512.0","14,512.0","14,512.0",,0.01%
2000-12-29,"14,512.0","14,512.0","14,512.0","14,512.0",,0.00%
2001-01-02,"14,515.0","14,515.0","14,515.0","14,515.0",,0.02%
2001-01-03,"14,519.0","14,519.0","14,519.0","14,519.0",,0.03%
2001-01-04,"14,519.0","14,519.0","14,519.0","14,519.0",,0.00%
2001-01-05,"14,520.0","14,520.0","14,520.0","14,520.0",,0.01%
2001-01-08,"14,522.0","14,522.0","14,522.0","14,522.0",,0.01%
2001-01-09,"14,522.0","14,522.0","14,522.0","14,522.0",,0.00%
2001-01-10,"14,524.0","14,524.0","14,524.0","14,524.0",,0.01%
2001-01-11,"14,524.0","14,524.0","14,524.0","14,524.0",,0.00%
2001-01-12,"14,524.0","14,524.0","14,524.0","14,524.0",,0.00%
2001-01-15,"14,524.0","14,524.0","14,524.0","14,524.0",,0.00%
2001-01-16,"14,524.0","14,524.0","14,524.0","14,524.0",,0.00%
2001-01-17,"14,536.0","14,536.0","14,536.0","14,536.0",,0.08%
2001-01-18,"14,539.0","14,539.0","14,539.0","14,539.0",,0.02%
2001-01-19,"14,541.0","14,541.0","14,541.0","14,541.0",,0.01%
2001-01-22,"14,541.0","14,541.0","14,541.0","14,541.0",,0.00%
2001-01-23,"14,541.0","14,541.0","14,541.0","14,541.0",,0.00%
2001-01-24,"14,541.0","14,541.0","14,541.0","14,541.0",,0.00%
2001-01-25,"14,541.0","14,541.0","14,541.0","14,541.0",,0.00%
2001-01-26,"14,541.0","14,541.0","14,541.0","14,541.0",,0.00%
2001-01-29,"14,546.0","14,546.0","14,546.0","14,546.0",,0.03%
2001-01-30,"14,543.0","14,543.0","14,543.0","14,543.0",,-0.02%
2001-01-31,"14,543.0","14,543.0","14,543.0","14,543.0",,0.00%
2001-02-01,"14,541.0","14,541.0","14,541.0","14,541.0",,-0.01%
2001-02-02,"14,541.0","14,541.0","14,541.0","14,541.0",,0.00%
2001-02-05,"14,545.0","14,545.0","14,545.0","14,545.0",,0.03%
2001-02-06,"14,548.0","14,548.0","14,548.0","14,548.0",,0.02%
2001-02-07,"14,548.0","14,548.0","14,548.0","14,548.0",,0.00%
2001-02-08,"14,551.0","14,551.0","14,551.0","14,551.0",,0.02%
2001-02-09,"14,551.0","14,551.0","14,551.0","14,551.0",,0.00%
2001-02-12,"14,549.0","14,549.0","14,549.0","14,549.0",,-0.01%
2001-02-13,"14,549.0","14,549.0","14,549.0","14,549.0",,0.00%
2001-02-14,"14,552.0","14,552.0","14,552.0","14,552.0",,0.02%
2001-02-15,"14,556.0","14,556.0","14,556.0","14,556.0",,0.03%
2001-02-16,"14,556.0","14,556.0","14,556.0","14,556.0",,0.00%
2001-02-19,"14,558.0","14,558.0","14,558.0","14,558.0",,0.01%
2001-02-20,"14,558.0","14,558.0","14,558.0","14,558.0",,0.00%
2001-02-21,"14,561.0","14,561.0","14,561.0","14,561.0",,0.02%
2001-02-22,"14,561.0","14,561.0","14,561.0","14,561.0",,0.00%
2001-02-23,"14,565.0","14,565.0","14,565.0","14,565.0",,0.03%
2001-02-26,"14,565.0","14,565.0","14,565.0","14,565.0",,0.00%
2001-02-27,"14,565.0","14,565.0","14,565.0","14,565.0",,0.00%
2001-02-28,"14,562.0","14,562.0","14,562.0","14,562.0",,-0.02%
2001-03-01,"14,559.0","14,559.0","14,559.0","14,559.0",,-0.02%
2001-03-02,"14,558.0","14,558.0","14,558.0","14,558.0",,-0.01%
2001-03-05,"14,558.0","14,558.0","14,558.0","14,558.0",,0.00%
2001-03-06,"14,556.0","14,556.0","14,556.0","14,556.0",,-0.01%
2001-03-07,"14,553.0","14,553.0","14,553.0","14,553.0",,-0.02%
2001-03-08,"14,553.0","14,553.0","14,553.0","14,553.0",,0.00%
2001-03-09,"14,553.0","14,553.0","14,553.0","14,553.0",,0.00%
2001-03-12,"14,553.0","14,553.0","14,553.0","14,553.0",,0.00%
2001-03-13,"14,553.0","14,553.0","14,553.0","14,553.0",,0.00%
2001-03-14,"14,549.0","14,549.0","14,549.0","14,549.0",,-0.03%
2001-03-15,"14,549.0","14,549.0","14,549.0","14,549.0",,0.00%
2001-03-16,"14,547.0","14,547.0","14,547.0","14,547.0",,-0.01%
2001-03-19,"14,547.0","14,547.0","14,547.0","14,547.0",,0.00%
2001-03-20,"14,545.0","14,545.0","14,545.0","14,545.0",,-0.01%
2001-03-21,"14,545.0","14,545.0","14,545.0","14,545.0",,0.00%
2001-03-22,"14,544.0","14,544.0","14,544.0","14,544.0",,-0.01%
2001-03-23,"14,544.0","14,544.0","14,544.0","14,544.0",,0.00%
2001-03-26,"14,544.0","14,544.0","14,544.0","14,544.0",,0.00%
2001-03-27,"14,544.0","14,544.0","14,544.0","14,544.0",,0.00%
2001-03-28,"14,544.0","14,544.0","14,544.0","14,544.0",,0.00%
2001-03-29,"14,542.0","14,542.0","14,542.0","14,542.0",,-0.01%
2001-03-30,"14,542.0","14,542.0","14,542.0","14,542.0",,0.00%
2001-04-02,"14,542.0","14,542.0","14,542.0","14,542.0",,0.00%
2001-04-03,"14,541.0","14,541.0","14,541.0","14,541.0",,-0.01%
2001-04-04,"14,542.0","14,542.0","14,542.0","14,542.0",,0.01%
2001-04-05,"14,544.0","14,544.0","14,544.0","14,544.0",,0.01%
2001-04-06,"14,546.0","14,546.0","14,546.0","14,546.0",,0.01%
2001-04-09,"14,546.0","14,546.0","14,546.0","14,546.0",,0.00%
2001-04-10,"14,553.0","14,553.0","14,553.0","14,553.0",,0.05%
2001-04-11,"14,553.0","14,553.0","14,553.0","14,553.0",,0.00%
2001-04-12,"14,557.0","14,557.0","14,557.0","14,557.0",,0.03%
2001-04-13,"14,559.0","14,559.0","14,559.0","14,559.0",,0.01%
2001-04-16,"14,557.0","14,557.0","14,557.0","14,557.0",,-0.01%
2001-04-17,"14,557.0","14,557.0","14,557.0","14,557.0",,0.00%
2001-04-18,"14,555.0","14,555.0","14,555.0","14,555.0",,-0.01%
2001-04-19,"14,557.0","14,557.0","14,557.0","14,557.0",,0.01%
2001-04-20,"14,559.0","14,559.0","14,559.0","14,559.0",,0.01%
2001-04-23,"14,559.0","14,559.0","14,559.0","14,559.0",,0.00%
2001-04-24,"14,562.0","14,562.0","14,562.0","14,562.0",,0.02%
2001-04-25,"14,562.0","14,562.0","14,562.0","14,562.0",,0.00%
2001-04-26,"14,564.0","14,564.0","14,564.0","14,564.0",,0.01%
2001-04-27,"14,564.0","14,564.0","14,564.0","14,564.0",,0.00%
2001-04-30,"14,564.0","14,564.0","14,564.0","14,564.0",,0.00%
2001-05-01,"14,564.0","14,564.0","14,564.0","14,564.0",,0.00%
2001-05-02,"14,564.0","14,564.0","14,564.0","14,564.0",,0.00%
2001-05-03,"14,566.0","14,566.0","14,566.0","14,566.0",,0.01%
2001-05-04,"14,566.0","14,566.0","14,566.0","14,566.0",,0.00%
2001-05-07,"14,571.0","14,571.0","14,571.0","14,571.0",,0.03%
2001-05-08,"14,576.0","14,576.0","14,576.0","14,576.0",,0.03%
2001-05-09,"14,579.0","14,579.0","14,579.0","14,579.0",,0.02%
2001-05-10,"14,584.0","14,584.0","14,584.0","14,584.0",,0.03%
2001-05-11,"14,586.0","14,586.0","14,586.0","14,586.0",,0.01%
2001-05-14,"14,589.0","14,589.0","14,589.0","14,589.0",,0.02%
2001-05-15,"14,591.0","14,591.0","14,591.0","14,591.0",,0.01%
2001-05-16,"14,596.0","14,596.0","14,596.0","14,596.0",,0.03%
2001-05-17,"14,601.0","14,601.0","14,601.0","14,601.0",,0.03%
2001-05-18,"14,604.0","14,604.0","14,604.0","14,604.0",,0.02%
2001-05-21,"14,609.0","14,609.0","14,609.0","14,609.0",,0.03%
2001-05-22,"14,613.0","14,613.0","14,613.0","14,613.0",,0.03%
2001-05-23,"14,616.0","14,616.0","14,616.0","14,616.0",,0.02%
2001-05-24,"14,620.0","14,620.0","14,620.0","14,620.0",,0.03%
2001-05-25,"14,627.0","14,627.0","14,627.0","14,627.0",,0.05%
2001-05-28,"14,631.0","14,631.0","14,631.0","14,631.0",,0.03%
2001-05-29,"14,635.0","14,635.0","14,635.0","14,635.0",,0.03%
2001-05-30,"14,645.0","14,645.0","14,645.0","14,645.0",,0.07%
2001-05-31,"14,659.0","14,659.0","14,659.0","14,659.0",,0.10%
2001-06-01,"14,673.0","14,673.0","14,673.0","14,673.0",,0.10%
2001-06-04,"14,673.0","14,673.0","14,673.0","14,673.0",,0.00%
2001-06-05,"14,686.0","14,686.0","14,686.0","14,686.0",,0.09%
2001-06-06,"14,698.0","14,698.0","14,698.0","14,698.0",,0.08%
2001-06-07,"14,709.0","14,709.0","14,709.0","14,709.0",,0.07%
2001-06-08,"14,719.0","14,719.0","14,719.0","14,719.0",,0.07%
2001-06-11,"14,719.0","14,719.0","14,719.0","14,719.0",,0.00%
2001-06-12,"14,740.0","14,740.0","14,740.0","14,740.0",,0.14%
2001-06-13,"14,754.0","14,754.0","14,754.0","14,754.0",,0.09%
2001-06-14,"14,754.0","14,754.0","14,754.0","14,754.0",,0.00%
2001-06-15,"14,774.0","14,774.0","14,774.0","14,774.0",,0.14%
2001-06-18,"14,784.0","14,784.0","14,784.0","14,784.0",,0.07%
2001-06-19,"14,793.0","14,793.0","14,793.0","14,793.0",,0.06%
2001-06-20,"14,803.0","14,803.0","14,803.0","14,803.0",,0.07%
2001-06-21,"14,812.0","14,812.0","14,812.0","14,812.0",,0.06%
2001-06-22,"14,819.0","14,819.0","14,819.0","14,819.0",,0.05%
2001-06-25,"14,826.0","14,826.0","14,826.0","14,826.0",,0.05%
2001-06-26,"14,826.0","14,826.0","14,826.0","14,826.0",,0.00%
2001-06-27,"14,831.0","14,831.0","14,831.0","14,831.0",,0.03%
2001-06-28,"14,837.0","14,837.0","14,837.0","14,837.0",,0.04%
2001-06-29,"14,842.0","14,842.0","14,842.0","14,842.0",,0.03%
2001-07-02,"14,849.0","14,849.0","14,849.0","14,849.0",,0.05%
2001-07-03,"14,856.0","14,856.0","14,856.0","14,856.0",,0.05%
2001-07-04,"14,862.0","14,862.0","14,862.0","14,862.0",,0.04%
2001-07-05,"14,858.0","14,858.0","14,858.0","14,858.0",,-0.03%
2001-07-06,"14,861.0","14,861.0","14,861.0","14,861.0",,0.02%
2001-07-09,"14,868.0","14,868.0","14,868.0","14,868.0",,0.05%
2001-07-10,"14,873.0","14,873.0","14,873.0","14,873.0",,0.03%
2001-07-11,"14,880.0","14,880.0","14,880.0","14,880.0",,0.05%
2001-07-12,"14,885.0","14,885.0","14,885.0","14,885.0",,0.03%
2001-07-13,"14,890.0","14,890.0","14,890.0","14,890.0",,0.03%
2001-07-16,"14,893.0","14,893.0","14,893.0","14,893.0",,0.02%
2001-07-17,"14,896.0","14,896.0","14,896.0","14,896.0",,0.02%
2001-07-18,"14,901.0","14,901.0","14,901.0","14,901.0",,0.03%
2001-07-19,"14,899.0","14,899.0","14,899.0","14,899.0",,-0.01%
2001-07-20,"14,909.0","14,909.0","14,909.0","14,909.0",,0.07%
2001-07-23,"14,914.0","14,914.0","14,914.0","14,914.0",,0.03%
2001-07-24,"14,916.0","14,916.0","14,916.0","14,916.0",,0.01%
2001-07-25,"14,923.0","14,923.0","14,923.0","14,923.0",,0.05%
2001-07-26,"14,928.0","14,928.0","14,928.0","14,928.0",,0.03%
2001-07-27,"14,933.0","14,933.0","14,933.0","14,933.0",,0.03%
2001-07-30,"14,938.0","14,938.0","14,938.0","14,938.0",,0.03%
2001-07-31,"14,941.0","14,941.0","14,941.0","14,941.0",,0.02%
2001-08-01,"14,941.0","14,941.0","14,941.0","14,941.0",,0.00%
2001-08-02,"14,948.0","14,948.0","14,948.0","14,948.0",,0.05%
2001-08-03,"14,953.0","14,953.0","14,953.0","14,953.0",,0.03%
2001-08-06,"14,959.0","14,959.0","14,959.0","14,959.0",,0.04%
2001-08-07,"14,959.0","14,959.0","14,959.0","14,959.0",,0.00%
2001-08-08,"14,966.0","14,966.0","14,966.0","14,966.0",,0.05%
2001-08-09,"14,968.0","14,968.0","14,968.0","14,968.0",,0.01%
2001-08-10,"14,974.0","14,974.0","14,974.0","14,974.0",,0.04%
2001-08-13,"14,974.0","14,974.0","14,974.0","14,974.0",,0.00%
2001-08-14,"14,979.0","14,979.0","14,979.0","14,979.0",,0.03%
2001-08-15,"14,984.0","14,984.0","14,984.0","14,984.0",,0.03%
2001-08-16,"14,987.0","14,987.0","14,987.0","14,987.0",,0.02%
2001-08-17,"14,987.0","14,987.0","14,987.0","14,987.0",,0.00%
2001-08-20,"14,987.0","14,987.0","14,987.0","14,987.0",,0.00%
2001-08-21,"14,983.0","14,983.0","14,983.0","14,983.0",,-0.03%
2001-08-22,"14,982.0","14,982.0","14,982.0","14,982.0",,-0.01%
2001-08-23,"14,982.0","14,982.0","14,982.0","14,982.0",,0.00%
2001-08-24,"14,982.0","14,982.0","14,982.0","14,982.0",,0.00%
2001-08-27,"14,985.0","14,985.0","14,985.0","14,985.0",,0.02%
2001-08-28,"14,989.0","14,989.0","14,989.0","14,989.0",,0.03%
2001-08-29,"14,989.0","14,989.0","14,989.0","14,989.0",,0.00%
2001-08-30,"14,991.0","14,991.0","14,991.0","14,991.0",,0.01%
2001-08-31,"14,991.0","14,991.0","14,991.0","14,991.0",,0.00%
2001-09-03,"14,991.0","14,991.0","14,991.0","14,991.0",,0.00%
2001-09-04,"14,994.0","14,994.0","14,994.0","14,994.0",,0.02%
2001-09-05,"14,995.0","14,995.0","14,995.0","14,995.0",,0.01%
2001-09-06,"14,998.0","14,998.0","14,998.0","14,998.0",,0.02%
2001-09-07,"15,000.0","15,000.0","15,000.0","15,000.0",,0.01%
2001-09-10,"15,001.0","15,001.0","15,001.0","15,001.0",,0.01%
2001-09-11,"15,000.0","15,000.0","15,000.0","15,000.0",,-0.01%
2001-09-12,"15,002.0","15,002.0","15,002.0","15,002.0",,0.01%
2001-09-13,"15,001.0","15,001.0","15,001.0","15,001.0",,-0.01%
2001-09-14,"14,998.0","14,998.0","14,998.0","14,998.0",,-0.02%
2001-09-17,"14,996.0","14,996.0","14,996.0","14,996.0",,-0.01%
2001-09-18,"14,995.0","14,995.0","14,995.0","14,995.0",,-0.01%
2001-09-19,"14,995.0","14,995.0","14,995.0","14,995.0",,0.00%
2001-09-20,"14,994.0","14,994.0","14,994.0","14,994.0",,-0.01%
2001-09-21,"14,995.0","14,995.0","14,995.0","14,995.0",,0.01%
2001-09-24,"14,996.0","14,996.0","14,996.0","14,996.0",,0.01%
2001-09-25,"14,996.0","14,996.0","14,996.0","14,996.0",,0.00%
2001-09-26,"14,996.0","14,996.0","14,996.0","14,996.0",,0.00%
2001-09-27,"15,000.0","15,000.0","15,000.0","15,000.0",,0.03%
2001-09-28,"15,001.0","15,001.0","15,001.0","15,001.0",,0.01%
2001-10-01,"15,003.0","15,003.0","15,003.0","15,003.0",,0.01%
2001-10-02,"15,006.0","15,006.0","15,006.0","15,006.0",,0.02%
2001-10-03,"15,008.0","15,008.0","15,008.0","15,008.0",,0.01%
2001-10-04,"15,010.0","15,010.0","15,010.0","15,010.0",,0.01%
2001-10-05,"15,010.0","15,010.0","15,010.0","15,010.0",,0.00%
2001-10-08,"15,015.0","15,015.0","15,015.0","15,015.0",,0.03%
2001-10-09,"15,015.0","15,015.0","15,015.0","15,015.0",,0.00%
2001-10-10,"15,017.0","15,017.0","15,017.0","15,017.0",,0.01%
2001-10-11,"15,020.0","15,020.0","15,020.0","15,020.0",,0.02%
2001-10-12,"15,021.0","15,021.0","15,021.0","15,021.0",,0.01%
2001-10-15,"15,023.0","15,023.0","15,023.0","15,023.0",,0.01%
2001-10-16,"15,023.0","15,023.0","15,023.0","15,023.0",,0.00%
2001-10-17,"15,023.0","15,023.0","15,023.0","15,023.0",,0.00%
2001-10-18,"15,024.0","15,024.0","15,024.0","15,024.0",,0.01%
2001-10-19,"15,024.0","15,024.0","15,024.0","15,024.0",,0.00%
2001-10-22,"15,024.0","15,024.0","15,024.0","15,024.0",,0.00%
2001-10-23,"15,025.0","15,025.0","15,025.0","15,025.0",,0.01%
2001-10-24,"15,025.0","15,025.0","15,025.0","15,025.0",,0.00%
2001-10-25,"15,025.0","15,025.0","15,025.0","15,025.0",,0.00%
2001-10-26,"15,027.0","15,027.0","15,027.0","15,027.0",,0.01%
2001-10-29,"15,030.0","15,030.0","15,030.0","15,030.0",,0.02%
2001-10-30,"15,030.0","15,030.0","15,030.0","15,030.0",,0.00%
2001-10-31,"15,030.0","15,030.0","15,030.0","15,030.0",,0.00%
2001-11-01,"15,032.0","15,032.0","15,032.0","15,032.0",,0.01%
2001-11-02,"15,035.0","15,035.0","15,035.0","15,035.0",,0.02%
2001-11-05,"15,037.0","15,037.0","15,037.0","15,037.0",,0.01%
2001-11-06,"15,038.0","15,038.0","15,038.0","15,038.0",,0.01%
2001-11-07,"15,041.0","15,041.0","15,041.0","15,041.0",,0.02%
2001-11-08,"15,043.0","15,043.0","15,043.0","15,043.0",,0.01%
2001-11-09,"15,046.0","15,046.0","15,046.0","15,046.0",,0.02%
2001-11-12,"15,048.0","15,048.0","15,048.0","15,048.0",,0.01%
2001-11-13,"15,051.0","15,051.0","15,051.0","15,051.0",,0.02%
2001-11-14,"15,051.0","15,051.0","15,051.0","15,051.0",,0.00%
2001-11-15,"15,056.0","15,056.0","15,056.0","15,056.0",,0.03%
2001-11-16,"15,054.0","15,054.0","15,054.0","15,054.0",,-0.01%
2001-11-19,"15,052.0","15,052.0","15,052.0","15,052.0",,-0.01%
2001-11-20,"15,057.0","15,057.0","15,057.0","15,057.0",,0.03%
2001-11-21,"15,057.0","15,057.0","15,057.0","15,057.0",,0.00%
2001-11-22,"15,055.0","15,055.0","15,055.0","15,055.0",,-0.01%
2001-11-23,"15,061.0","15,061.0","15,061.0","15,061.0",,0.04%
2001-11-26,"15,059.0","15,059.0","15,059.0","15,059.0",,-0.01%
2001-11-27,"15,056.0","15,056.0","15,056.0","15,056.0",,-0.02%
2001-11-28,"15,061.0","15,061.0","15,061.0","15,061.0",,0.03%
2001-11-29,"15,061.0","15,061.0","15,061.0","15,061.0",,0.00%
2001-11-30,"15,065.0","15,065.0","15,065.0","15,065.0",,0.03%
2001-12-03,"15,068.0","15,068.0","15,068.0","15,068.0",,0.02%
2001-12-04,"15,065.0","15,065.0","15,065.0","15,065.0",,-0.02%
2001-12-05,"15,066.0","15,066.0","15,066.0","15,066.0",,0.01%
2001-12-06,"15,064.0","15,064.0","15,064.0","15,064.0",,-0.01%
2001-12-07,"15,064.0","15,064.0","15,064.0","15,064.0",,0.00%
2001-12-10,"15,061.0","15,061.0","15,061.0","15,061.0",,-0.02%
2001-12-11,"15,061.0","15,061.0","15,061.0","15,061.0",,0.00%
2001-12-12,"15,061.0","15,061.0","15,061.0","15,061.0",,0.00%
2001-12-13,"15,059.0","15,059.0","15,059.0","15,059.0",,-0.01%
2001-12-14,"15,059.0","15,059.0","15,059.0","15,059.0",,0.00%
2001-12-17,"15,062.0","15,062.0","15,062.0","15,062.0",,0.02%
2001-12-18,"15,064.0","15,064.0","15,064.0","15,064.0",,0.01%
2001-12-19,"15,064.0","15,064.0","15,064.0","15,064.0",,0.00%
2001-12-20,"15,064.0","15,064.0","15,064.0","15,064.0",,0.00%
2001-12-21,"15,069.0","15,069.0","15,069.0","15,069.0",,0.03%
2001-12-24,"15,072.0","15,072.0","15,072.0","15,072.0",,0.02%
2001-12-25,"15,077.0","15,077.0","15,077.0","15,077.0",,0.03%
2001-12-26,"15,074.0","15,074.0","15,074.0","15,074.0",,-0.02%
2001-12-27,"15,076.0","15,076.0","15,076.0","15,076.0",,0.01%
2001-12-28,"15,079.0","15,079.0","15,079.0","15,079.0",,0.02%
2001-12-31,"15,081.0","15,081.0","15,081.0","15,081.0",,0.01%
2002-01-02,"15,083.0","15,083.0","15,083.0","15,083.0",,0.01%
2002-01-03,"15,086.0","15,086.0","15,086.0","15,086.0",,0.02%
2002-01-04,"15,086.0","15,086.0","15,086.0","15,086.0",,0.00%
2002-01-07,"15,086.0","15,086.0","15,086.0","15,086.0",,0.00%
2002-01-08,"15,091.0","15,091.0","15,091.0","15,091.0",,0.03%
2002-01-09,"15,096.0","15,096.0","15,096.0","15,096.0",,0.03%
2002-01-10,"15,096.0","15,096.0","15,096.0","15,096.0",,0.00%
2002-01-11,"15,095.0","15,095.0","15,095.0","15,095.0",,-0.01%
2002-01-14,"15,101.0","15,101.0","15,101.0","15,101.0",,0.04%
2002-01-15,"15,101.0","15,101.0","15,101.0","15,101.0",,0.00%
2002-01-16,"15,102.0","15,102.0","15,102.0","15,102.0",,0.01%
2002-01-17,"15,104.0","15,104.0","15,104.0","15,104.0",,0.01%
2002-01-18,"15,104.0","15,104.0","15,104.0","15,104.0",,0.00%
2002-01-21,"15,109.0","15,109.0","15,109.0","15,109.0",,0.03%
2002-01-22,"15,108.0","15,108.0","15,108.0","15,108.0",,-0.01%
2002-01-23,"15,108.0","15,108.0","15,108.0","15,108.0",,0.00%
2002-01-24,"15,110.0","15,110.0","15,110.0","15,110.0",,0.01%
2002-01-25,"15,119.0","15,119.0","15,119.0","15,119.0",,0.06%
2002-01-28,"15,119.0","15,119.0","15,119.0","15,119.0",,0.00%
2002-01-29,"15,119.0","15,119.0","15,119.0","15,119.0",,0.00%
2002-01-30,"15,123.0","15,123.0","15,123.0","15,123.0",,0.03%
2002-01-31,"15,119.0","15,119.0","15,119.0","15,119.0",,-0.03%
2002-02-01,"15,124.0","15,124.0","15,124.0","15,124.0",,0.03%
2002-02-04,"15,129.0","15,129.0","15,129.0","15,129.0",,0.03%
2002-02-05,"15,122.0","15,122.0","15,122.0","15,122.0",,-0.05%
2002-02-06,"15,122.0","15,122.0","15,122.0","15,122.0",,0.00%
2002-02-07,"15,126.0","15,126.0","15,126.0","15,126.0",,0.03%
2002-02-08,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-11,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-12,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-13,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-14,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-15,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-18,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-19,"15,126.0","15,126.0","15,126.0","15,126.0",,0.00%
2002-02-20,"15,133.0","15,133.0","15,133.0","15,133.0",,0.05%
2002-02-21,"15,130.0","15,130.0","15,130.0","15,130.0",,-0.02%
2002-02-22,"15,135.0","15,135.0","15,135.0","15,135.0",,0.03%
2002-02-25,"15,135.0","15,135.0","15,135.0","15,135.0",,0.00%
